analysis,term,estimate,robust_se
mi_rubin_r_pmm,intercept,-2.584630632141180051,0.7012044477979332280
mi_rubin_r_pmm,treat,0.159570182285648038,0.3091360658671122308
mi_rubin_r_pmm,period,-0.050175884107059560,0.0645828294115895485
mi_rubin_r_pmm,lbase1,1.214956729055206353,0.1573248041003512954
mi_rubin_r_pmm,age,0.019650070724247348,0.0099380019770048157
mi_rubin_r_pmm,treat_period,-0.113649025501067300,0.1047234382945007730
