exp_delta,estimate,robust_se
0.7,-0.09318266134516454,0.09121114030916692
0.8,-0.07809048018177102,0.09407373971604413
0.9,-0.08271826422431364,0.08861646864542562
1.0,-0.06450903219839094,0.10151038051506132
1.1,-0.04938899390578553,0.09051576799751476
1.2,-0.05526011190805624,0.09718907642614573
1.4,-0.03645566229298229,0.09371099791446083
